t_s,veh_speed_mps,brake_pressure_psi,wheel_FL_mps,wheel_FR_mps,wheel_RL_mps,wheel_RR_mps,slip_FL,slip_FR,slip_RL,slip_RR
0.145,18.069936172997597,0.0,18.043960295872495,18.083377884647874,18.00297702419454,18.019214833204018,0.0009049508369811986,0.0,0.0,0.0
0.15,18.095104220085084,0.0,18.216392907713196,17.883806245395512,17.491628907885808,17.86124444465672,0.0,0.010823250137296429,0.03512811473051381,0.010302252507870976
0.155,18.10526064842214,11.866875650207817,17.977667744386295,17.95512578647033,17.99086935110503,18.20071789168858,0.004272676205021985,0.012620900801240549,0.0,0.0
0.16,18.125059781128922,10.676704997651026,18.12598372919777,18.07249504713345,18.119984069296557,18.046510397938004,0.0,0.0,0.0,0.0
0.165,18.139120130343457,4.3507107393257165,18.257906542885422,18.093712244462317,18.27008823535619,18.28744371768949,0.0,0.0005860513586637903,0.0,0.0
0.17,18.15742478140373,0.0,18.289920566602575,18.15291685898749,18.202583778063307,18.102701030748243,0.0,0.0010190732541348981,0.0,0.005209567864625931
0.175,18.161948572385974,1.0666379932950438,17.631150821345983,18.13425818079084,18.085098153219516,18.121619986058047,0.034756231549670814,0.0,0.005665583460735497,0.000872787508665439
0.18,18.175035074222315,4.952783850874961,17.75796749446881,18.179851807515043,17.63737803365541,18.08310771889948,0.021894312853145026,0.0,0.020113030225359717,0.0
0.185,18.172295368473534,5.3298230374384605,18.26352644264667,17.486442851385366,17.530944233588315,18.1244428971185,0.0,0.038015599602791855,0.03091628881114909,0.008384445834623274
0.19,18.185698117361742,0.0,18.099316852134418,17.92714572686555,18.20230091950029,18.25853748075228,0.0,0.012312377816082687,0.0,0.0
0.195,18.177483266416314,0.3712420631651382,17.848391810553203,18.202329345101685,17.60908165656249,18.070849815710982,0.013906055544021,0.0,0.03314680495596044,0.003407012766048736
0.2,18.160689179052202,0.0,18.119646185611305,18.15463156580283,18.12050752589657,17.32131736031045,0.0,0.0,0.0,0.04157378782617039
0.205,18.14151843333136,0.0,17.812332006914968,18.160245582296362,18.056999069872635,18.120151196609754,0.019176374644747692,0.0,0.0,0.01099133214769522
0.21,18.15902400425896,17.38025875881748,18.274109624840303,18.12238897211617,17.378453656726574,17.509047823876053,0.0,0.011871201199233211,0.04505625419841146,0.039263615402844565
0.215,18.145178141197928,0.0,18.07387636725244,17.502379364835672,17.790933012087475,18.100306180878665,0.0,0.04297999402494198,0.022135636077277348,0.0
0.22,18.174499933836923,1.635726592129147,18.158272700150484,18.159219529595564,17.913311562326797,17.52968611240629,0.0,0.0,0.014622405374073697,0.04679941362050209
0.225,18.178774953180945,0.0,18.167892613946222,17.885388487010054,18.0710767628259,18.236568575500026,0.0010959438356332282,0.021925025865308784,0.0,0.0
0.23,18.187737975243135,8.897294955884496,17.55225677635292,17.990031264751416,18.03694783879792,17.95748961430457,0.035160951859452415,0.012615674621995785,0.007901707156048573,0.012488430907940969
0.235,18.18998062275941,0.0,17.952667163065694,17.908964390656713,18.29374303669127,17.746229878466043,0.01313920433324806,0.018091509504299334,0.0,0.018896204264671004
0.24,18.20104744066063,0.0,18.19293567629432,17.25041755585776,17.449663289216527,18.12358175966019,0.0,0.048959830985736044,0.03672618745359907,0.0
0.245,18.21808568195814,0.0,18.22702466493567,17.996172470273358,18.295179481627837,18.15744165879128,0.0,0.017279938508207887,0.0,0.0
0.25,18.234454686906222,0.0,18.171410344519238,17.928909368403115,18.016853285986258,17.932062240100155,0.0,0.019394713822689646,0.01841510195608215,0.018487750050962485
0.255,18.25646498268522,12.133688437697362,18.332505997455957,18.277093930948254,18.052464618052156,18.14192666671201,0.0,0.0,0.0,0.009320756169905325
0.26,18.263092797612938,0.0,17.62917171927789,18.35568445271328,17.66547762482287,17.35309675704348,0.03214816816376218,0.0,0.029487708153487616,0.04725444419421134
0.265,18.26597552344024,8.431420718799483,18.286864651940938,18.146932199838222,18.19603834295477,18.00918186918354,0.00044810420312769945,0.0,0.0,0.00566932017746784
0.27,18.236996458197034,11.418737774700626,18.122097180357077,17.786273405466897,17.785251936713607,18.17171114115409,0.0,0.02787666972936605,0.03112447299588585,0.0
0.275,18.24120443248069,1.3443501532359414,18.420467569945938,18.257417108903528,17.92371131517352,17.87634871614315,0.0,0.0,0.014106275966101358,0.017495298185574243
0.28,18.22872705381909,2.402870618827124,18.23187774741686,17.918729982457645,17.589589110917956,17.606786884462355,0.0,0.014332562123124155,0.03560999281376032,0.030256465452047847
0.285,18.212013019897086,0.0,17.793810339881166,17.907713122184738,18.147244419718824,18.34810036914184,0.022166878607059577,0.018631855527381638,0.009511843220210306,0.0
0.29,18.217081912211594,6.8039606134052,18.13995484261152,18.1902034107701,18.23699223022688,18.28450514812084,0.006585780521942953,0.0,0.0007175530280181222,0.0
0.295,18.223840497437276,0.0,18.203900897298787,17.875734571303425,18.226039485034068,18.183243486431454,0.0,0.014357012409469872,0.0,0.0
0.3,18.231877230286162,2.000820468949131,18.260191351591356,17.81651564802478,18.16697148524309,17.999332503300245,0.005795969946020428,0.023644502864803706,0.0,0.013139420221930632
0.305,18.233045210718515,3.7101158056973196,17.78852851786014,17.21740740771959,18.130439574682057,18.353569023843193,0.020143372299201767,0.05692602137288498,0.0,0.0
0.31,18.23565018485541,0.0,17.948848326329767,18.360848852693437,17.864490329223575,17.605035375549498,0.018415575634979205,0.004648512062344844,0.017850738244206677,0.039611987745603885
0.315,18.254334831370862,0.4105997341323085,18.190848065047245,18.254661287273038,17.978476296132,18.314550010196818,0.0,0.0,0.012736915285766596,0.0
0.32,18.27648353763583,0.0,18.234647427480443,17.16864935722374,18.18401758301796,18.354264596354565,0.0,0.05664121502721968,0.0,0.0
0.325,18.276636860175604,0.0,17.31849474876102,17.180659350210874,18.225046684957746,18.01515257158712,0.049297210468260966,0.06433761902284185,0.0,0.012565681753939774
0.33,18.294523844508323,0.749437246493977,18.343146701683732,17.869590845157493,18.33845979508223,17.8461643954478,0.0,0.03179818503465344,0.0,0.020019195562253313
0.335,18.302512041899597,8.110856882281768,18.0738313768634,18.17858184533438,18.37906716708072,18.32227615969076,0.01661128042525291,0.0,0.0,0.0
0.34,18.28780350036095,4.129683888768754,18.282292723360154,18.31649790444821,17.759198870329243,18.28560262749918,0.001266275640127806,0.0,0.022273009986529174,0.0
0.345,18.28652625981793,20.112770005520073,18.04163106877182,18.23722760350682,18.221873575065423,18.341424465433466,0.010752961724995333,0.0,0.0,0.0
0.35,18.282310524994653,0.0,18.047589401994387,18.373755171242312,18.27139677430246,18.225633418370293,0.014391298024001126,0.0,0.0,0.0
0.355,18.286706994676116,0.0,18.25859971770964,18.130930386824737,18.27512067411762,18.281178744856057,0.0,0.008903971582384672,0.0,0.0
0.36,18.297397180381434,1.3091875126683314,18.124117921456186,17.838246555555077,18.192667221340336,18.083266354905998,0.0,0.030301582060490315,0.00790953957873814,0.01099287613415001
0.365,18.301757236453483,0.0,18.300911899270606,18.173608243520405,18.29828247001191,18.285282492684875,0.0,0.0,0.0,0.0
0.37,18.30223700028852,26.13252502611395,16.942629443182362,18.23527639101276,17.904582078999674,17.37680794965439,0.06797354479160314,0.0,0.020096143341502587,0.049752077778797914
0.375,18.30068693051834,0.0,17.798653573847695,18.361841149190486,18.278606450932788,18.18429246485919,0.024583702264106385,0.0,0.0,0.009604799581088322
0.38,18.306754256620195,0.0,18.11532934554121,17.17015089559713,18.188576762312,17.67170187722887,0.0,0.07178597216944228,0.0,0.039408817068448725
0.385,18.31714205781066,9.140467187330582,17.238116103731564,18.28906453034178,18.367162762768963,17.574540227116067,0.06141615439601503,0.0,0.0,0.043110159306421765
0.39,18.324204476946292,12.131916260414673,18.30195261311273,17.928495733722478,18.28134591796643,18.36039596312859,0.0,0.02732215574100094,0.0,0.0
0.395,18.320249550130587,3.9013033240877975,17.40934331634561,18.306436969707224,18.17840827130483,18.44293253937236,0.04532943852248118,0.0,0.0,0.0
0.4,18.345736567594763,0.0,18.298876377462705,18.33816853913926,18.23534778455024,18.24442494387729,0.0030828841489649334,0.0,0.0,0.0
0.405,18.344584345241962,8.904216282061139,18.356554588117774,18.12923429680563,17.652109515115963,18.31518678616255,0.0,0.015383707055611835,0.032108473912893024,0.0073787277999521434
0.41,18.3281610352078,0.0,18.108082102687302,17.855709802761723,18.17076203999945,18.35447671714867,0.011740950698357202,0.022432455815753757,0.0,0.0019512256359467345
0.415,18.34262143808466,4.703769381172645,18.289536266146605,18.319762831726763,18.238594730135727,17.58886116502439,0.0,0.001566770164648058,0.0,0.035550537093328075
0.42,18.334928664042703,4.527560693562402,18.266082502583068,18.158361995394316,18.381595221175232,18.165460199091033,0.01200102118554212,0.0010490648651429798,0.0,0.009127977798887979
0.425,18.332531808818,0.0,18.355654975921453,18.23154397343988,18.254333877453096,18.280248557159435,0.0,0.0,0.0,0.0
0.43,18.317744069667704,3.766005959669788,17.40131464432973,18.212762392162723,17.909712736279037,18.326471140363108,0.054219326825186764,0.0,0.01793641862796321,0.0
0.435,18.333043335840156,3.408720137798397,18.31546864682436,17.594054607254726,17.647671051431352,18.368975105787538,0.0,0.0426035004774101,0.03373366543715614,0.0
0.44,18.336145584345374,7.6857617014667525,18.307904998790892,18.365143273825982,18.234632902746114,18.268032045115742,0.0,0.0,0.0026017937209587305,0.0
0.445,18.355422689849945,0.0,17.716480641320196,18.164388317512586,18.47218410722213,17.53252811647961,0.03827680486208748,0.00726010043838537,0.0,0.04299118564134637
0.45,18.340401809625973,0.0,18.34467713701178,18.32543952987414,18.414026541351422,17.977177043075045,0.0,0.006601431276438868,0.0,0.023953685798771305
0.455,18.352482492701245,4.448835546071087,17.289326756913717,18.306390293818218,18.41991713009089,17.96038456836715,0.05802994376846957,0.007790297949616755,0.0,0.015283349150909014
0.46,18.349165513168423,0.0,17.662928648079802,18.208315755516086,18.18912658823652,18.198502607960606,0.036761898769942965,0.0,0.0,0.012206168577033317
0.465,18.338068511414402,10.351015634551837,17.53390745513527,17.460912032838067,18.0371932206128,18.309706351387934,0.04533214562155311,0.0506363650937,0.026698132564563663,0.0
0.47,18.347552514223327,8.935440560376728,18.34501540680986,18.295770424476185,18.270994409607926,18.194480848760293,0.0,0.006004963955130935,0.0,0.0
0.475,18.373390159438227,0.0,17.345577664855796,18.25302769369417,17.54569001917552,18.359851621821576,0.0552907083325449,0.0,0.04239417468217751,0.0
0.48,18.38598743496835,1.784401291028707,18.46977614257979,18.381824063473083,18.317316997497283,18.401533664197736,0.0,0.0,0.0,0.004616981842211147
0.485,18.398359455445764,0.0,18.266071088055387,18.42235198269478,18.28644283341012,17.98653860275662,0.0,0.0,0.0,0.01673137324058367
0.49,18.40559168864726,0.0,18.316699096801848,18.100503552939333,18.524248658364538,18.38167432479474,0.002007050961298259,0.01645078694525869,0.0,0.0
0.495,18.422642946557424,0.27551501624070907,17.886391129653475,18.45589001706698,18.455589617664202,18.059339010197967,0.02763933007909637,0.0,0.0,0.01877303519852969
0.5,18.427404544512985,3.3483125537575296,17.847582360041827,18.3225584548161,18.27113736789218,18.420080776458704,0.032793767347756284,0.00018876532979293347,0.00511473808353327,0.0
0.505,18.452869059236303,0.0,18.291179760535798,18.28348119049272,18.233113446143225,18.29858946795765,0.012585843413098114,0.0,0.009404120556567102,0.0
0.51,18.46314897783824,0.0,17.938622583817054,17.502125281956264,18.40337595593395,18.362631118497816,0.02178534992751552,0.052119336909840136,0.0,0.0
0.515,18.475525074684786,0.0,18.210875405469753,18.61312353775018,18.408032935961778,17.939112228265124,0.003515284998972211,0.0,0.0,0.027036752519824608
0.52,18.46126534173804,0.0,17.819759339397255,18.257040555693486,18.34145289860129,17.804156879400896,0.03380777365974269,0.015419797402332661,0.0035319779565903373,0.03959579275238005
0.525,18.430712533960627,0.0,18.254024905231166,18.24133267074003,18.43699747853541,18.22407833222735,0.008115071298699298,0.021211045544561127,0.0,0.0
0.53,18.43503395505536,0.20886640764591596,18.535014886750684,18.383346247214778,18.289522008845353,18.231944808966322,0.0,0.0,0.0070922442030377465,0.011516897630995159
0.535,18.434677406381084,3.385715550296138,18.306965912332092,18.084731462069744,18.45150542861277,18.40127693536533,0.0,0.026147821435365988,0.0,0.0
0.54,18.41670386335464,13.131600570157007,17.454634036816135,17.808431913672692,18.406125779474532,17.252424543303366,0.04859531165721568,0.04012707314787125,0.0,0.05821483465014997
0.545,18.44165492993818,0.0,17.923074706201152,17.77972670033824,17.653896802635092,17.647022828269467,0.030285504995692977,0.03837652208070464,0.04568703583656909,0.043011560356422084
0.55,18.456557178282843,4.318105714124076,17.66686618257963,17.92792075361148,18.37911749410134,18.498793723741667,0.03867111542814303,0.025401341446809857,0.0,0.0
0.555,18.446094937213175,0.0,18.43075550442274,18.58393854242469,18.005612072838584,18.317320219113,0.0030010093425879045,0.0,0.024741435553502163,0.004395448732499567
0.56,18.45346248514629,16.628196719738362,17.771260083633372,18.363065542263307,18.44202528032771,18.512589723212894,0.03631791227363536,0.0,0.0,0.0
0.565,18.46446869913962,4.262188000850973,18.518773575498415,18.510182270270555,18.054904476939342,18.146345054915493,0.0,0.0,0.025708388837936438,0.016585678975895978
0.57,18.447623777764775,5.009554493410885,17.536114742189998,17.603761222729624,18.494447405011734,18.444063510514734,0.051925035117812886,0.048482277348573834,0.006521128477834267,0.0
0.575,18.460725891709775,0.0,18.423579988784223,18.507332222432016,18.450439035810366,18.272166632724293,0.0,0.0,0.0,0.0
0.58,18.442153244443343,0.0,18.321665041493596,18.41500965673179,18.42559533699573,18.472865817991888,0.0,0.0,0.0,0.0
0.585,18.444922751536183,0.0,18.410216647341684,18.42126915468921,18.562988048741424,18.340750764349913,0.0,0.0,0.0,0.0
0.59,18.461363765445434,0.0,18.467070065882524,18.364948861372046,18.255846219619446,18.475126120177453,0.0,0.0,0.01477858610388415,0.0
0.595,18.466350784101447,9.822756189218978,18.45428629966699,18.466559879417634,18.371512005817884,18.241673224997978,0.0,0.0,0.012817283327412454,0.016005322376203276
0.6,18.471827002804257,0.0,17.68608487522517,18.549250181067375,17.460604577358904,18.238390159124396,0.03631868967113533,0.0,0.05110281834517257,0.00782259043162567
0.605,18.490665205685442,4.174773666844204,17.878351513209516,18.618335338412564,18.435897088358477,18.486187062081076,0.0313478241878802,0.0,0.0,0.0
0.61,18.488177820431442,0.0,17.259505899672934,18.52188643477882,18.44544996963684,18.492768652823298,0.06731016489529118,0.0,0.004335737234687545,0.0
0.615,18.47775036309626,0.0,18.403734586888614,18.34091968770692,18.412024046020537,18.452025356953303,0.0,0.005406921448169292,0.0,0.0
0.62,18.49474421037024,16.38981848955146,17.41768883281879,18.518460821176948,18.626984674521047,18.39370567882108,0.053098661491643905,0.0,0.0,0.0
0.625,18.50078855749029,0.0,17.834604589717113,17.807467696465633,18.420687439602386,18.51968934035178,0.03670157362765755,0.0290003099421886,0.0,0.0
0.63,18.48450954699236,0.0,18.54751319473146,18.24418771614221,17.796861176440384,18.52816892294893,0.0,0.007340240855188771,0.03692693225968832,0.0
0.635,18.506542005783484,0.0,18.566910664926326,18.61130126787019,18.464902058906578,18.568914360330467,0.0,0.0,0.0,0.0
0.64,18.51423101643351,9.455406305540711,18.52089635943507,18.414004295579975,18.161752966357593,18.67210802934537,0.0,0.0,0.014025654735579964,0.0
0.645,18.517038173934115,6.5794382690740605,18.60059456077261,18.59407295115795,18.512645844874555,18.509966280644875,0.0,0.0,0.0,0.0
0.65,18.50340702341161,0.0,18.49437515384674,18.456653854812323,17.6168985473888,18.40319200452472,0.0,0.0,0.04626363441862669,0.004549596999623046
0.655,18.522431504682793,0.0,18.136601151972837,17.96785449733707,18.554273473018057,18.56070630591676,0.02872778370428687,0.03218852923739168,0.0,0.006277591232699398
0.66,18.5046264329386,26.600128192810228,18.54732798081176,18.645604586514832,18.581762711782616,18.420347058282925,0.0,0.0,0.0,0.0
0.665,18.4966370311096,2.1692684729735765,18.441878046541852,18.435304506306903,18.459471995400534,18.329665364480235,0.002208834543775798,0.0,0.0,0.0
0.67,18.472465175954067,0.0,18.142565605594456,18.412220817060646,18.40692850341771,18.48389252557939,0.02380941861232787,0.0,0.0,0.0
0.675,18.47533946802097,0.0,18.067797465402812,18.43151924054943,18.53816419974086,18.439647914819627,0.020893512412911586,0.006794496830434476,0.0,0.0
0.68,18.477313772752105,5.756770975407032,18.44179799285279,18.34685214781079,18.279000031141507,18.41722689293858,0.0,0.010303042593712196,0.010249577065469662,0.0013500216510072154
0.685,18.48693152003737,0.6235183065568444,18.467165694550612,18.537608152614236,17.89848534603371,18.489084509615033,0.0009744464956448889,0.0,0.032072110316506676,0.0
0.69,18.5063368141273,0.0,18.14916087988293,17.820378851567202,18.436278234852423,18.460043239246772,0.017439950417625485,0.034548690377633126,0.0,0.0
0.695,18.536614534997796,3.409095222336366,18.483343492027753,17.508767282803138,18.380563337489892,18.340716426053024,0.0,0.05933545227919426,0.012351726136301994,0.007861269776677681
0.7,18.561343357368752,17.027154503417137,18.562310223923028,18.54771706433767,18.526007496855225,18.536203066565403,0.0,0.0,0.0,0.0
0.705,18.594916093034275,0.0,18.430802155897247,18.654346596401993,18.74559861641606,18.257833173397863,0.010639608198976136,0.0,0.0,0.01575065173234247
0.71,18.602568341762705,0.0,18.575269254856742,18.627569621454015,18.576165132877886,18.569678090172822,0.0,0.0,0.0,0.0
0.715,18.594330069724677,0.0,17.99594163778731,18.49608464392144,18.586961980705926,18.42672508797305,0.03194757520076134,0.0,0.0019316597017557961,0.0
0.72,18.586583277869178,2.652089857200353,18.468691127010224,18.513199245489137,18.122335552862584,18.12038810558868,0.0,0.0011429341385751986,0.02764229265668009,0.023537695402474818
0.725,18.58455782170511,16.344020598934723,18.54946693872723,18.60004902665578,18.467291936030243,18.314189591402645,0.0,0.0,0.0,0.010547005629525891
0.73,18.560646058265288,0.0,18.430275041127423,18.07723582173673,18.39682029011172,18.55761529095931,0.0,0.021163773795798393,0.013937708352265696,0.0
0.735,18.561831081067357,4.238666485813841,18.675687748153685,18.57199631329133,18.51807755888185,18.175581477591614,0.0,0.0,0.0,0.02302355340524424
0.74,18.568905813479418,3.3487991591268838,18.298541645779842,18.66722606733025,18.49380077751252,18.694246223829303,0.00905766556585961,0.0,0.0,0.0
0.745,18.558054898552538,0.0,18.470614529737606,18.672642385526107,18.490536439498815,18.579184220688234,0.0,0.0,0.0,0.0
0.75,18.565109562228848,0.0,18.395389005215083,18.641019138096066,18.112064337526547,18.70320099273939,0.006284379317432891,0.0,0.026243422232234446,0.0
0.755,18.558828662942744,0.0,18.216022783734854,18.589407065909022,18.286694751802298,18.597706051478692,0.013812449689669538,0.0,0.012874703232178259,0.0
0.76,18.54808918066291,7.787457636800637,18.566708827363207,18.525024980688816,18.4877102008606,18.46390350343279,0.0,0.0,0.011307921806616491,0.0
0.765,18.57911241778851,5.979341808185596,17.727576844998044,18.343198816758445,17.17140109786093,18.017088782829088,0.04503734638225089,0.018567174520984116,0.07035950644877474,0.028292766718221125
0.77,18.596006561563353,0.0,18.54314365916971,18.186731318553147,18.324476996228782,18.543767109673887,0.0,0.020365323917161397,0.012532023327342856,0.0
0.775,18.58825073650284,0.0,18.665343969755618,18.220098226339182,18.212513673057536,18.58187328786764,0.0,0.014338534766907413,0.023380150884200774,0.0
0.78,18.602825315762253,0.0,17.858030628455786,18.691178998491743,18.483425844336843,18.376184344815076,0.04071113230897559,0.0,0.0,0.0075802787181024215
0.785,18.6411813979053,0.0,18.337500678930187,18.339424964994183,18.67246671442444,18.47736097646473,0.018157650149693623,0.02157916678608288,0.0,0.0
0.79,18.62511744533015,15.349747363840933,18.598008761320628,17.693147503908243,18.484293129770965,18.586552563222064,0.0,0.04778938024731692,0.0,0.0
0.795,18.609882100602334,0.0,17.97626795249275,18.302665322799303,18.691924713653442,18.45387586590666,0.0375823262400029,0.0160302932528291,0.0,0.013211968504674668
0.8,18.645279498273293,0.0,18.18337469229531,17.685638707104314,18.082764525964418,18.674247255673656,0.034959966650148736,0.05617739344041405,0.0285132900371232,0.0
0.805,18.664314392862675,0.0,18.73247906063469,18.773993132704998,17.89273062160535,18.628997893665915,0.0015496212089568975,0.0,0.04084719753682441,0.0
0.81,18.62566797655858,0.9096584600000676,18.664749149981542,18.69342777590442,18.70803192968753,18.334082025201983,0.0,0.0,0.0,0.010517045143097488
0.815,18.626776409546967,0.0,18.425356789224825,17.497692023899464,18.39100766340998,18.206095314331847,0.00799317886935375,0.05967579894013766,0.01387973694617454,0.021575941052608696
0.82,18.645845779550918,9.599719872747789,18.711213180820973,18.688560103160363,18.780746977610253,18.64564735841144,0.0,0.0,0.0,0.0
0.825,18.619878284432566,0.0,18.52948822685932,18.349641733085395,18.683552465989383,18.6854977759362,0.0019768183653308263,0.01587596341797105,0.0,0.0
0.83,18.61135789574431,2.007899199423654,18.353707336207314,18.134007712117437,18.57806272090817,18.570810160330403,0.015065769136593724,0.02498327572622651,0.0,0.007418550808714056
0.835,18.630450139992497,0.0,18.650326402440605,17.77594807692126,18.28957558572532,18.314494895757885,0.0,0.04041764569353261,0.018810394179434656,0.02213240803127292
0.84,18.63783450246242,0.0,18.138390185729385,18.25165722220699,18.84594602921703,18.353105492560008,0.027928455010064385,0.023107588790273918,0.0,0.017202286064526815
0.845,18.642793366951423,0.0,18.582984955445834,18.19569137624154,18.730620845321663,18.063672234806475,0.0,0.02703185482078871,0.0,0.03008876850313117
0.85,18.674442696312823,3.5400230061836684,18.673584472551358,18.21629468878867,18.60697873717656,18.200348878276067,0.0,0.025603272829295875,0.0,0.024596917200752084
0.855,18.67774695317441,0.0,18.310125014460116,18.186599306798335,18.44447475485606,17.419144275715766,0.021472314520646366,0.019954881972218935,0.004968397764568735,0.06429059842584522
0.86,18.693905954333463,0.0,18.229969091156036,18.31766641694569,18.69442576211341,18.077250793504824,0.022791934336072857,0.019821762742048506,0.0011011230238024453,0.03382322284239581
0.865,18.70740916421851,0.0,18.672901368696476,18.7489219236749,18.523847257956774,18.508767876264276,0.0,0.0,0.002220846615693333,0.0
0.87,18.717144691090162,4.724500249993478,18.01009270924831,18.72199819404527,18.638655033740392,18.751814865827004,0.042787397349349894,0.0,0.0,0.0
0.875,18.70052022262487,0.0,17.668751227635664,18.204628477486978,18.268574005073447,17.710217409078478,0.054043146772241285,0.027942975884700714,0.02614259719685368,0.054439323409768925
0.88,18.715187636420808,13.123842985695727,17.975179751938782,18.609187974857193,17.73848094486268,18.64832435636642,0.03904179332930996,0.011609371863884974,0.05039036286623152,0.0
0.885,18.712226974777877,1.057246839554297,17.47477239488587,18.706609804873118,18.691074603895675,18.578667585674395,0.06705948883852392,0.0,0.0,0.0
0.89,18.69490832218647,0.0,18.383754159984495,18.052834252788777,18.186321692744265,18.7165283453665,0.011811646210328312,0.03814991899913929,0.0239220276521115,0.0007365896320319751
0.895,18.709436058812038,0.0,17.41074565762455,18.674350201494484,18.131054759957642,18.6251603761068,0.07679872585472301,0.0,0.031078648411216245,0.0
0.9,18.722769369293996,1.6985802037317823,18.550072484002566,18.008111531482843,18.66388823485778,18.532004128433027,0.0,0.038261291865630084,0.0,0.016102398196156647
0.905,18.722065312457936,4.152784184825354,18.123809689513273,18.701634681037383,17.539601613667585,18.657691166291393,0.024629160110950236,0.0,0.05896607701841439,0.0
